Id;Code;Name
1069;4550;Yernée-Fraineux
1070;4557;Abée
1071;4557;Fraiture
1072;4557;Ramelot
1073;4557;Seny
1074;4557;Soheit-Tinlot
1075;4557;Tinlot
1076;4560;Bois-et-Borsu
1077;4560;Clavier
1078;4560;Les Avins
1079;4560;Ocquier
1080;4560;Pailhe
1081;4560;Terwagne
1082;4570;Marchin
1083;4570;Vyle-et-Tharoul
1084;4577;Modave
1085;4577;Outrelouxhe
1086;4577;Strée-lez-Huy
1087;4577;Vierset-Barse
1088;4590;Ellemelle
1089;4590;Ouffet
1090;4590;Warzée
1091;4600;Lanaye
1092;4600;Lixhe
1093;4600;Richelle
1094;4600;Visé
1095;4601;Argenteau
1096;4602;Cheratte
1097;4606;Saint-André
1098;4607;Berneau
1099;4607;Bombaye
1100;4607;Dalhem
1101;4607;Feneur
1102;4607;Mortroux
1103;4608;Neufchâteau (Lg.)
1104;4608;Warsage
1105;4610;Bellaire
1106;4610;Beyne-Heusay
1107;4610;Queue-du-Bois
1108;4620;Fléron
1109;4621;Retinne
1110;4623;Magnée
1111;4624;Romsée
1112;4630;Ayeneux
1113;4630;Micheroux
1114;4630;Soumagne
1115;4630;Tignée
1116;4631;Evegnée
1117;4632;Cérexhe-Heuseux
1118;4633;Melen
1119;4650;Chaineux
1120;4650;Grand-Rechain
1121;4650;Herve
1122;4650;Julémont
1123;4651;Battice
1124;4652;Xhendelesse
1125;4653;Bolland
1126;4654;Charneux
1127;4670;Blégny
1128;4670;Mortier
1129;4670;Trembleur
1130;4671;Barchon
1131;4671;Housse
1132;4671;Saive
1133;4672;Saint-Remy (Lg.)
1134;4680;Hermée
1135;4680;Oupeye
1136;4681;Hermalle-sous-Argenteau
1137;4682;Heure-le-Romain
1138;4682;Houtain-Saint-Siméon
1139;4683;Vivegnis
1140;4684;Haccourt
1141;4690;Bassenge
1142;4690;Boirs
1143;4690;Eben-Emael
1144;4690;Glons
1145;4690;Roclenge-sur-Geer
1146;4690;Wonck
1147;4700;Eupen
1148;4701;Kettenis
1149;4710;Lontzen
1150;4711;Walhorn
1151;4720;Kelmis
1152;4720;La Calamine
1153;4721;Neu-Moresnet
1154;4728;Hergenrath
1155;4730;Hauset
1156;4730;Raeren
1157;4731;Eynatten
1158;4750;Bütgenbach
1159;4750;Butgenbach
1160;4750;Elsenborn
1161;4760;Bullange
1162;4760;Büllingen
1163;4760;Manderfeld
1164;4761;Rocherath
1165;4770;Amblève
1166;4770;Amel
1167;4770;Meyerode
1168;4771;Heppenbach
1169;4780;Recht
1170;4780;Saint-Vith
1171;4780;Sankt Vith
1172;4782;Schoenberg
1173;4782;Schönberg
1174;4783;Lommersweiler
1175;4784;Crombach
1176;4790;Burg-Reuland
1177;4790;Reuland
1178;4791;Thommen
1179;4800;Ensival
1180;4800;Lambermont
1181;4800;Petit-Rechain
1182;4800;Verviers
1183;4801;Stembert
1184;4802;Heusy
1185;4820;Dison
1186;4821;Andrimont
1187;4830;Limbourg
1188;4831;Bilstain
1189;4834;Goé
1190;4837;Baelen (Lg.)
1191;4837;Membach
1192;4840;Welkenraedt
1193;4841;Henri-Chapelle
1194;4845;Jalhay
1195;4845;Sart-lez-Spa
1196;4850;Montzen
1197;4850;Moresnet
1198;4850;Plombières
1199;4851;Gemmenich
1200;4851;Sippenaeken
1201;4852;Hombourg
1202;4860;Cornesse
1203;4860;Pepinster
1204;4860;Wegnez
1205;4861;Soiron
1206;4870;Forêt
1207;4870;Fraipont
1208;4870;Nessonvaux
1209;4870;Trooz
1210;4877;Olne
1211;4880;Aubel
1212;4890;Clermont (Lg.)
1213;4890;Thimister
1214;4890;Thimister-Clermont
1215;4900;Spa
1216;4910;La Reid
1217;4910;Polleur
1218;4910;Theux
1219;4920;Aywaille
1220;4920;Ernonheid
1221;4920;Harzé
1222;4920;Sougné-Remouchamps
1223;4950;Faymonville
1224;4950;Robertville
1225;4950;Sourbrodt
1226;4950;Waimes
1227;4950;Weismes
1228;4960;Bellevaux-Ligneuville
1229;4960;Bevercé
1230;4960;Malmedy
1231;4970;Francorchamps
1232;4970;Stavelot
1233;4980;Fosse (Lg.)
1234;4980;Trois-Ponts
1235;4980;Wanne
1236;4983;Basse-Bodeux
1237;4987;Chevron
1238;4987;La Gleize
1239;4987;Lorcé
1240;4987;Rahier
1241;4987;Stoumont
1242;4990;Arbrefontaine
1243;4990;Bra
1244;4990;Lierneux
1245;5000;Beez
1246;5000;Namur
1247;5001;Belgrade
1248;5002;Saint-Servais
1249;5003;Saint-Marc
1250;5004;Bouge
1251;5020;Champion
1252;5020;Daussoulx
1253;5020;Flawinne
1254;5020;Malonne
1255;5020;Suarlée
1256;5020;Temploux
1257;5020;Vedrin
1258;5021;Boninne
1259;5022;Cognelée
1260;5024;Gelbressée
1261;5024;Marche-les-Dames
1262;5030;Beuzet
1263;5030;Ernage
1264;5030;Gembloux
1265;5030;Grand-Manil
1266;5030;Lonzée
1267;5030;Sauvenière
1268;5031;Grand-Leez
1269;5032;Bossière
1270;5032;Bothey
1271;5032;Corroy-le-Château
1272;5032;Isnes
1273;5032;Mazy
1274;5060;Arsimont
1275;5060;Auvelais
1276;5060;Falisolle
1277;5060;Keumiée
1278;5060;Moignelée
1279;5060;Sambreville
1280;5060;Tamines
1281;5060;Velaine-sur-Sambre
1282;5070;Aisemont
1283;5070;Fosses-la-Ville
1284;5070;Le Roux
1285;5070;Sart-Eustache
1286;5070;Sart-Saint-Laurent
1287;5070;Vitrival
1288;5080;Emines
1289;5080;La Bruyère
1290;5080;Rhisnes
1291;5080;Villers-lez-Heest
1292;5080;Warisoulx
1293;5081;Bovesse
1294;5081;Meux
1295;5081;Saint-Denis-Bovesse
1296;5100;Dave
1297;5100;Jambes (Namur)
1298;5100;Naninne
1299;5100;Wépion
1300;5100;Wierde
1301;5101;Erpent
1302;5101;Lives-sur-Meuse
1303;5101;Loyers
1304;5140;Boignée
1305;5140;Ligny
1306;5140;Sombreffe
1307;5140;Tongrinne
1308;5150;Floreffe
1309;5150;Floriffoux
1310;5150;Franière
1311;5150;Soye (Nam.)
1312;5170;Arbre (Nam.)
1313;5170;Bois-de-Villers
1314;5170;Lesve
1315;5170;Lustin
1316;5170;Profondeville
1317;5170;Rivière
1318;5190;Balâtre
1319;5190;Ham-sur-Sambre
1320;5190;Jemeppe-sur-Sambre
1321;5190;Mornimont
1322;5190;Moustier-sur-Sambre
1323;5190;Onoz
1324;5190;Saint-Martin
1325;5190;Spy
1326;5300;Andenne
1327;5300;Bonneville
1328;5300;Coutisse
1329;5300;Landenne
1330;5300;Maizeret
1331;5300;Namêche
1332;5300;Sclayn
1333;5300;Seilles
1334;5300;Thon
1335;5300;Vezin
1336;5310;Aische-en-Refail
1337;5310;Bolinne
1338;5310;Boneffe
1339;5310;Branchon
1340;5310;Dhuy
1341;5310;Eghezée
1342;5310;Hanret
1343;5310;Leuze (Nam.)
1344;5310;Liernu
1345;5310;Longchamps (Nam.)
1346;5310;Mehaigne
1347;5310;Noville-sur-Méhaigne
1348;5310;Saint-Germain
1349;5310;Taviers (Nam.)
1350;5310;Upigny
1351;5310;Waret-la-Chaussée
1352;5330;Assesse
1353;5330;Maillen
1354;5330;Sart-Bernard
1355;5332;Crupet
1356;5333;Sorinne-la-Longue
1357;5334;Florée
1358;5336;Courrière
1359;5340;Faulx-les-Tombes
1360;5340;Gesves
1361;5340;Haltinne
1362;5340;Mozet
1363;5340;Sorée
1364;5350;Evelette
1365;5350;Ohey
1366;5351;Haillot
1367;5352;Perwez-Haillot
1368;5353;Goesnes
1369;5354;Jallet
1370;5360;Hamois
1371;5360;Natoye
1372;5361;Mohiville
1373;5361;Scy
1374;5362;Achet
1375;5363;Emptinne
1376;5364;Schaltin
1377;5370;Barvaux-Condroz
1378;5370;Flostoy
1379;5370;Havelange
1380;5370;Jeneffe (Nam.)
1381;5370;Porcheresse (Nam.)
1382;5370;Verlée
1383;5372;Méan
1384;5374;Maffe
1385;5376;Miécret
1386;5377;Baillonville
1387;5377;Bonsin
1388;5377;Heure (Nam.)
1389;5377;Hogne
1390;5377;Nettinne
1391;5377;Noiseux
1392;5377;Sinsin
1393;5377;Somme-Leuze
1394;5377;Waillet
1395;5380;Bierwart
1396;5380;Cortil-Wodon
1397;5380;Fernelmont
1398;5380;Forville
1399;5380;Franc-Waret
1400;5380;Hemptinne (Fernelmont)
1401;5380;Hingeon
1402;5380;Marchovelette
1403;5380;Noville-les-Bois
1404;5380;Pontillas
1405;5380;Tillier
1406;5500;Anseremme
1407;5500;Bouvignes-sur-Meuse
1408;5500;Dinant
1409;5500;Dréhance
1410;5500;Falmagne
1411;5500;Falmignoul
1412;5500;Furfooz
1413;5501;Lisogne
1414;5502;Thynes
1415;5503;Sorinnes
1416;5504;Foy-Notre-Dame
1417;5520;Anthée
1418;5520;Onhaye
1419;5521;Serville
1420;5522;Falaën
1421;5523;Sommière
1422;5523;Weillen
1423;5524;Gerin
1424;5530;Dorinne
1425;5530;Durnal
1426;5530;Evrehailles
1427;5530;Godinne
1428;5530;Houx
1429;5530;Mont (Nam.)
1430;5530;Purnode
1431;5530;Spontin
1432;5530;Yvoir
1433;5537;Anhée
1434;5537;Annevoie-Rouillon
1435;5537;Bioul
1436;5537;Denée
1437;5537;Haut-le-Wastia
1438;5537;Sosoye
1439;5537;Warnant
1440;5540;Hastière
1441;5540;Hastière-Lavaux
1442;5540;Hermeton-sur-Meuse
1443;5540;Waulsort
1444;5541;Hastière-par-Delà
1445;5542;Blaimont
1446;5543;Heer
1447;5544;Agimont
1448;5550;Alle
1449;5550;Bagimont
1450;5550;Bohan
1451;5550;Chairière
1452;5550;Laforêt
1453;5550;Membre
1454;5550;Mouzaive
1455;5550;Nafraiture
1456;5550;Orchimont
1457;5550;Pussemange
1458;5550;Sugny
1459;5550;Vresse-sur-Semois
1460;5555;Baillamont
1461;5555;Bellefontaine (Nam.)
1462;5555;Bievre
1463;5555;Cornimont
1464;5555;Graide
1465;5555;Gros-Fays
1466;5555;Monceau-en-Ardenne
1467;5555;Naomé
1468;5555;Oizy
1469;5555;Petit-Fays
1470;5560;Ciergnon
1471;5560;Finnevaux
1472;5560;Houyet
1473;5560;Hulsonniaux
1474;5560;Mesnil-Eglise
1475;5560;Mesnil-Saint-Blaise
1476;5561;Celles (Nam.)
1477;5562;Custinne
1478;5563;Hour
1479;5564;Wanlin
1480;5570;Baronville
1481;5570;Beauraing
1482;5570;Dion
1483;5570;Felenne
1484;5570;Feschaux
1485;5570;Honnay
1486;5570;Javingue
1487;5570;Vonêche
1488;5570;Wancennes
1489;5570;Winenne
1490;5571;Wiesme
1491;5572;Focant
1492;5573;Martouzin-Neuville
1493;5574;Pondrôme
1494;5575;Bourseigne-Neuve
1495;5575;Bourseigne-Vieille
1496;5575;Gedinne
1497;5575;Houdremont
1498;5575;Louette-Saint-Denis
1499;5575;Louette-Saint-Pierre
1500;5575;Malvoisin
1501;5575;Patignies
1502;5575;Rienne
1503;5575;Sart-Custinne
1504;5575;Vencimont
1505;5575;Willerzie
1506;5576;Froidfontaine
1507;5580;Ave-et-Auffe
1508;5580;Buissonville
1509;5580;Eprave
1510;5580;Han-sur-Lesse
1511;5580;Jemelle
1512;5580;Lavaux-Sainte-Anne
1513;5580;Lessive
1514;5580;Mont-Gauthier
1515;5580;Rochefort
1516;5580;Villers-sur-Lesse
1517;5580;Wavreille
1518;5590;Achêne
1519;5590;Braibant
1520;5590;Chevetogne
1521;5590;Ciney
1522;5590;Conneux
1523;5590;Haversin
1524;5590;Leignon
1525;5590;Pessoux
1526;5590;Serinchamps
1527;5590;Sovet
1528;5600;Fagnolle
1529;5600;Franchimont
1530;5600;Jamagne
1531;5600;Jamiolle
1532;5600;Merlemont
1533;5600;Neuville (Philippeville)
1534;5600;Omezée
1535;5600;Philippeville
1536;5600;Roly
1537;5600;Romedenne
1538;5600;Samart
1539;5600;Sart-en-Fagne
1540;5600;Sautour
1541;5600;Surice
1542;5600;Villers-en-Fagne
1543;5600;Villers-le-Gambon
1544;5600;Vodecée
1545;5620;Corenne
1546;5620;Flavion
1547;5620;Florennes
1548;5620;Hemptinne-lez-Florennes
1549;5620;Morville
1550;5620;Rosée
1551;5620;Saint-Aubin
1552;5621;Hanzinelle
1553;5621;Hanzinne
1554;5621;Morialmé
1555;5621;Thy-le-Bauduin
1556;5630;Cerfontaine
1557;5630;Daussois
1558;5630;Senzeille
1559;5630;Silenrieux
1560;5630;Soumoy
1561;5630;Villers-Deux-Eglises
1562;5640;Biesme
1563;5640;Biesmerée
1564;5640;Graux
1565;5640;Mettet
1566;5640;Oret
1567;5640;Saint-Gérard
1568;5641;Furnaux
1569;5644;Ermeton-sur-Biert
1570;5646;Stave
1571;5650;Castillon
1572;5650;Chastrès
1573;5650;Clermont (Nam.)
1574;5650;Fontenelle
1575;5650;Fraire
1576;5650;Pry
1577;5650;Vogenée
1578;5650;Walcourt
1579;5650;Yves-Gomezée
1580;5651;Berzée
1581;5651;Gourdinne
1582;5651;Laneffe
1583;5651;Rognée
1584;5651;Somzée
1585;5651;Tarcienne
1586;5651;Thy-le-Château
1587;5660;Aublain
1588;5660;Boussu-en-Fagne
1589;5660;Brûly
1590;5660;Brûly-de-Pesche
1591;5660;Couvin
1592;5660;Cul-des-Sarts
1593;5660;Dailly
1594;5660;Frasnes (Nam.)
1595;5660;Gonrieux
1596;5660;Mariembourg
1597;5660;Pesche
1598;5660;Petigny
1599;5660;Petite-Chapelle
1600;5660;Presgaux
1601;5670;Dourbes
1602;5670;Le Mesnil
1603;5670;Mazée
1604;5670;Nismes
1605;5670;Oignies-en-Thiérache
1606;5670;Olloy-sur-Viroin
1607;5670;Treignes
1608;5670;Vierves-sur-Viroin
1609;5670;Viroinval
1610;5680;Doische
1611;5680;Gimnée
1612;5680;Gochenée
1613;5680;Matagne-la-Grande
1614;5680;Matagne-la-Petite
1615;5680;Niverlée
1616;5680;Romerée
1617;5680;Soulme
1618;5680;Vaucelles
1619;5680;Vodelée
1620;6000;Charleroi
1621;6001;Marcinelle
1622;6010;Couillet
1623;6020;Dampremy
1624;6030;Goutroux
1625;6030;Marchienne-au-Pont
1626;6031;Monceau-sur-Sambre
1627;6032;Mont-sur-Marchienne
1628;6040;Jumet (Charleroi)
1629;6041;Gosselies
1630;6042;Lodelinsart
1631;6043;Ransart
1632;6044;Roux
1633;6060;Gilly (Charleroi)
1634;6061;Montignies-sur-Sambre
1635;6110;Montigny-le-Tilleul
1636;6111;Landelies
1637;6120;Cour-sur-Heure
1638;6120;Ham-sur-Heure
1639;6120;Ham-sur-Heure-Nalinnes
1640;6120;Jamioulx
1641;6120;Marbaix (Ht.)
1642;6120;Nalinnes
1643;6140;Fontaine-l'Evêque
1644;6141;Forchies-la-Marche
1645;6142;Leernes
1646;6150;Anderlues
1647;6180;Courcelles
1648;6181;Gouy-lez-Piéton
1649;6182;Souvret
1650;6183;Trazegnies
1651;6200;Bouffioulx
1652;6200;Châtelet
1653;6200;Châtelineau
1654;6210;Frasnes-lez-Gosselies
1655;6210;Les Bons Villers
1656;6210;Rèves
1657;6210;Villers-Perwin
1658;6210;Wayaux
1659;6211;Mellet
1660;6220;Fleurus
1661;6220;Heppignies
1662;6220;Lambusart
1663;6220;Wangenies
1664;6221;Saint-Amand
1665;6222;Brye
1666;6223;Wagnelée
1667;6224;Wanfercée-Baulet
1668;6230;Buzet
1669;6230;Obaix
1670;6230;Pont-à-Celles
1671;6230;Thiméon
1672;6230;Viesville
1673;6238;Liberchies
1674;6238;Luttre
1675;6240;Farciennes
1676;6240;Pironchamps
1677;6250;Aiseau
1678;6250;Aiseau-Presles
1679;6250;Pont-de-Loup
1680;6250;Presles
1681;6250;Roselies
1682;6280;Acoz
1683;6280;Gerpinnes
1684;6280;Gougnies
1685;6280;Joncret
1686;6280;Loverval
1687;6280;Villers-Poterie
1688;6440;Boussu-lez-Walcourt
1689;6440;Fourbechies
1690;6440;Froidchapelle
1691;6440;Vergnies
1692;6441;Erpion
1693;6460;Bailièvre
1694;6460;Chimay
1695;6460;Robechies
1696;6460;Saint-Remy (Ht.)
1697;6460;Salles
1698;6460;Villers-la-Tour
1699;6461;Virelles
1700;6462;Vaulx-lez-Chimay
1701;6463;Lompret
1702;6464;Baileux
1703;6464;Bourlers
1704;6464;Forges
1705;6464;l'Escaillère
1706;6464;Rièzes
1707;6470;Grandrieu
1708;6470;Montbliart
1709;6470;Rance
1710;6470;Sautin
1711;6470;Sivry
1712;6470;Sivry-Rance
1713;6500;Barbençon
1714;6500;Beaumont
1715;6500;Leugnies
1716;6500;Leval-Chaudeville
1717;6500;Renlies
1718;6500;Solre-Saint-Géry
1719;6500;Thirimont
1720;6511;Strée (Ht.)
1721;6530;Leers-et-Fosteau
1722;6530;Thuin
1723;6531;Biesme-sous-Thuin
1724;6532;Ragnies
1725;6533;Biercée
1726;6534;Gozée
1727;6536;Donstiennes
1728;6536;Thuillies
1729;6540;Lobbes
1730;6540;Mont-Sainte-Geneviève
1731;6542;Sars-la-Buissière
1732;6543;Bienne-lez-Happart
1733;6560;Bersillies-l'Abbaye
1734;6560;Erquelinnes
1735;6560;Grand-Reng
1736;6560;Hantes-Wihéries
1737;6560;Montignies-Saint-Christophe
1738;6560;Solre-sur-Sambre
1739;6567;Fontaine-Valmont
1740;6567;Labuissière
1741;6567;Merbes-le-Château
1742;6567;Merbes-Sainte-Marie
1743;6590;Momignies
1744;6591;Macon
1745;6592;Monceau-Imbrechies
1746;6593;Macquenoise
1747;6594;Beauwelz
1748;6596;Forge-Philippe
1749;6596;Seloignes
1750;6600;Bastogne
1751;6600;Longvilly
1752;6600;Noville (Lux.)
1753;6600;Villers-la-Bonne-Eau
1754;6600;Wardin
1755;6630;Martelange
1756;6637;Fauvillers
1757;6637;Hollange
1758;6637;Tintange
1759;6640;Hompré
1760;6640;Morhet
1761;6640;Nives
1762;6640;Sibret
1763;6640;Vaux-lez-Rosières
1764;6640;Vaux-sur-Sure
1765;6642;Juseret
1766;6660;Houffalize
1767;6660;Nadrin
1768;6661;Mont (Lux.)
1769;6661;Tailles
1770;6662;Tavigny
1771;6663;Mabompré
1772;6666;Wibrin
1773;6670;Gouvy
1774;6670;Limerlé
1775;6671;Bovigny
1776;6672;Beho
1777;6673;Cherain
1778;6674;Montleban
1779;6680;Amberloup
1780;6680;Sainte-Ode
1781;6680;Tillet
1782;6681;Lavacherie
1783;6686;Flamierge
1784;6687;Bertogne
1785;6688;Longchamps (Lux.)
1786;6690;Bihain
1787;6690;Vielsalm
1788;6692;Petit-Thier
1789;6698;Grand-Halleux
1790;6700;Arlon
1791;6700;Bonnert
1792;6700;Heinsch
1793;6700;Toernich
1794;6704;Guirsch
1795;6706;Autelbas
1796;6717;Attert
1797;6717;Nobressart
1798;6717;Nothomb
1799;6717;Thiaumont
1800;6717;Tontelange
1801;6720;Habay
1802;6720;Habay-la-Neuve
1803;6720;Hachy
1804;6721;Anlier
1805;6723;Habay-la-Vieille
1806;6724;Houdemont
1807;6724;Marbehan
1808;6724;Rulles
1809;6730;Bellefontaine (Lux.)
1810;6730;Rossignol
1811;6730;Saint-Vincent
1812;6730;Tintigny
1813;6740;Etalle
1814;6740;Sainte-Marie-sur-Semois
1815;6740;Villers-sur-Semois
1816;6741;Vance
1817;6742;Chantemelle
1818;6743;Buzenol
1819;6747;Châtillon
1820;6747;Meix-le-Tige
1821;6747;Saint-Léger (Lux.)
1822;6750;Musson
1823;6750;Mussy-la-Ville
1824;6750;Signeulx
1825;6760;Bleid
1826;6760;Ethe
1827;6760;Ruette
1828;6760;Virton
1829;6761;Latour
1830;6762;Saint-Mard
1831;6767;Dampicourt
1832;6767;Harnoncourt
1833;6767;Lamorteau
1834;6767;Rouvroy
1835;6767;Torgny
1836;6769;Gérouville
1837;6769;Meix-Devant-Virton
1838;6769;Robelmont
1839;6769;Sommethonne
1840;6769;Villers-la-Loue
1841;6780;Hondelange
1842;6780;Messancy
1843;6780;Wolkrange
1844;6781;Sélange
1845;6782;Habergy
1846;6790;Aubange
1847;6791;Athus
1848;6792;Halanzy
1849;6792;Rachecourt
1850;6800;Bras
1851;6800;Freux
1852;6800;Libramont-Chevigny
1853;6800;Moircy
1854;6800;Recogne
1855;6800;Remagne
1856;6800;Sainte-Marie-Chevigny
1857;6800;Saint-Pierre
1858;6810;Chiny
1859;6810;Izel
1860;6810;Jamoigne
1861;6811;Les Bulles
1862;6812;Suxy
1863;6813;Termes
1864;6820;Florenville
1865;6820;Fontenoille
1866;6820;Muno
1867;6820;Sainte-Cécile
1868;6821;Lacuisine
1869;6823;Villers-Devant-Orval
1870;6824;Chassepierre
1871;6830;Bouillon
1872;6830;Les Hayons
1873;6830;Poupehan
1874;6830;Rochehaut
1875;6831;Noirefontaine
1876;6832;Sensenruth
1877;6833;Ucimont
1878;6833;Vivy
1879;6834;Bellevaux
1880;6836;Dohan
1881;6838;Corbion
1882;6840;Grandvoir
1883;6840;Grapfontaine
1884;6840;Hamipré
1885;6840;Longlier
1886;6840;Neufchâteau
1887;6840;Tournay
1888;6850;Carlsbourg
1889;6850;Offagne
1890;6850;Paliseul
1891;6851;Nollevaux
1892;6852;Maissin
1893;6852;Opont
1894;6853;Framont
1895;6856;Fays-les-Veneurs
1896;6860;Assenois
1897;6860;Ebly
1898;6860;Léglise
1899;6860;Mellier
1900;6860;Witry
1901;6870;Arville
1902;6870;Awenne
1903;6870;Hatrival
1904;6870;Mirwart
1905;6870;Saint-Hubert
1906;6870;Vesqueville
1907;6880;Auby-sur-Semois
1908;6880;Bertrix
1909;6880;Cugnon
1910;6880;Jehonville
1911;6880;Orgeo
1912;6887;Herbeumont
1913;6887;Saint-Médard
1914;6887;Straimont
1915;6890;Anloy
1916;6890;Libin
1917;6890;Ochamps
1918;6890;Redu
1919;6890;Smuid
1920;6890;Transinne
1921;6890;Villance
1922;6900;Aye
1923;6900;Hargimont
1924;6900;Humain
1925;6900;Marche-en-Famenne
1926;6900;On
1927;6900;Roy
1928;6900;Waha
1929;6920;Sohier
1930;6920;Wellin
1931;6921;Chanly
1932;6922;Halma
1933;6924;Lomprez
1934;6927;Bure
1935;6927;Grupont
1936;6927;Resteigne
1937;6927;Tellin
1938;6929;Daverdisse
1939;6929;Gembes
1940;6929;Haut-Fays
1941;6929;Porcheresse (Lux.)
1942;6940;Barvaux-sur-Ourthe
1943;6940;Durbuy
1944;6940;Grandhan
1945;6940;Septon
1946;6940;Wéris
1947;6941;Bende
1948;6941;Bomal-sur-Ourthe
1949;6941;Borlon
1950;6941;Heyd
1951;6941;Izier
1952;6941;Tohogne
1953;6941;Villers-Sainte-Gertrude
1954;6950;Harsin
1955;6950;Nassogne
1956;6951;Bande
1957;6952;Grune
1958;6953;Ambly
1959;6953;Forrières
1960;6953;Lesterny
1961;6953;Masbourg
1962;6960;Dochamps
1963;6960;Grandmenil
1964;6960;Harre
1965;6960;Malempré
1966;6960;Manhay
1967;6960;Odeigne
1968;6960;Vaux-Chavanne
1969;6970;Tenneville
1970;6971;Champlon
1971;6972;Erneuville
1972;6980;Beausaint
1973;6980;La Roche-en-Ardenne
1974;6982;Samrée
1975;6983;Ortho
1976;6984;Hives
1977;6986;Halleux
1978;6987;Beffe
1979;6987;Hodister
1980;6987;Marcourt
1981;6987;Rendeux
1982;6990;Fronville
1983;6990;Hampteau
1984;6990;Hotton
1985;6990;Marenne
1986;6997;Amonines
1987;6997;Erezée
1988;6997;Mormont
1989;6997;Soy
1990;7000;Mons
1991;7010;S.H.A.P.E. België
1992;7010;S.H.A.P.E. Belgique
1993;7011;Ghlin
1994;7012;Flénu
1995;7012;Jemappes
1996;7020;Maisières
1997;7020;Nimy
1998;7021;Havré
1999;7022;Harmignies
2000;7022;Harveng
2001;7022;Hyon
2002;7022;Mesvin
2003;7022;Nouvelles
2004;7024;Ciply
2005;7030;Saint-Symphorien
2006;7031;Villers-Saint-Ghislain
2007;7032;Spiennes
2008;7033;Cuesmes
2009;7034;Obourg
2010;7034;Saint-Denis (Ht.)
2011;7040;Asquillies
2012;7040;Aulnois
2013;7040;Blaregnies
2014;7040;Bougnies
2015;7040;Genly
2016;7040;Goegnies-Chaussée
2017;7040;Quévy
2018;7040;Quévy-le-Grand
2019;7040;Quévy-le-Petit
2020;7041;Givry
2021;7041;Havay
2022;7050;Erbaut
2023;7050;Erbisoeul
2024;7050;Herchies
2025;7050;Jurbise
2026;7050;Masnuy-Saint-Jean (Jurbise)
2027;7050;Masnuy-Saint-Pierre
2028;7060;Horrues
2029;7060;Soignies
2030;7061;Casteau (Soignies)
2031;7061;Thieusies
2032;7062;Naast
2033;7063;Chaussée-Notre-Dame-Louvignies
2034;7063;Neufvilles
2035;7070;Gottignies
2036;7070;Le Roeulx
2037;7070;Mignault
2038;7070;Thieu
2039;7070;Ville-sur-Haine (Le Roeulx)
2040;7080;Eugies (Frameries)
2041;7080;Frameries
2042;7080;La Bouverie
2043;7080;Noirchain
2044;7080;Sars-la-Bruyère
2045;7090;Braine-le-Comte
2046;7090;Hennuyères
2047;7090;Henripont
2048;7090;Petit-Roeulx-lez-Braine
2049;7090;Ronquières
2050;7090;Steenkerque (Ht.)
2051;7100;Haine-Saint-Paul
2052;7100;Haine-Saint-Pierre
2053;7100;La Louvière
2054;7100;Saint-Vaast
2055;7100;Trivières
2056;7110;Boussoit
2057;7110;Houdeng-Aimeries
2058;7110;Houdeng-Goegnies (La Louvière)
2059;7110;Maurage
2060;7110;Strépy-Bracquegnies
2061;7120;Croix-lez-Rouveroy
2062;7120;Estinnes
2063;7120;Estinnes-au-Mont
2064;7120;Estinnes-au-Val
2065;7120;Fauroeulx
2066;7120;Haulchin
2067;7120;Peissant
2068;7120;Rouveroy (Ht.)
2069;7120;Vellereille-les-Brayeux
2070;7120;Vellereille-le-Sec
2071;7130;Battignies
2072;7130;Binche
2073;7130;Bray
2074;7131;Waudrez
2075;7133;Buvrinnes
2076;7134;Epinois
2077;7134;Leval-Trahegnies
2078;7134;Péronnes-lez-Binche
2079;7134;Ressaix
2080;7140;Morlanwelz
2081;7140;Morlanwelz-Mariemont
2082;7141;Carnières
2083;7141;Mont-Sainte-Aldegonde
2084;7160;Chapelle-lez-Herlaimont
2085;7160;Godarville
2086;7160;Piéton
2087;7170;Bellecourt
2088;7170;Bois-d'Haine
2089;7170;Fayt-lez-Manage
2090;7170;La Hestre
2091;7170;Manage
2092;7180;Seneffe
2093;7181;Arquennes
2094;7181;Familleureux
2095;7181;Feluy
2096;7181;Petit-Roeulx-lez-Nivelles
2097;7190;Ecaussinnes
2098;7190;Ecaussinnes-d'Enghien
2099;7190;Marche-lez-Ecaussinnes
2100;7191;Ecaussinnes-Lalaing
2101;7300;Boussu
2102;7301;Hornu
2103;7320;Bernissart
2104;7321;Blaton
2105;7321;Harchies
2106;7322;Pommeroeul
2107;7322;Ville-Pommeroeul
2108;7330;Saint-Ghislain
2109;7331;Baudour
2110;7332;Neufmaison
2111;7332;Sirault
2112;7333;Tertre
2113;7334;Hautrage
2114;7334;Villerot
2115;7340;Colfontaine
2116;7340;Paturages
2117;7340;Warquignies
2118;7340;Wasmes
2119;7350;Hainin
2120;7350;Hensies
2121;7350;Montroeul-sur-Haine
2122;7350;Thulin
2123;7370;Blaugies
2124;7370;Dour
2125;7370;Elouges
2126;7370;Wihéries
2127;7380;Baisieux
2128;7380;Quiévrain
2129;7382;Audregnies
2130;7387;Angre
2131;7387;Angreau
2132;7387;Athis
2133;7387;Autreppe
2134;7387;Erquennes
2135;7387;Fayt-le-Franc
2136;7387;Honnelles
2137;7387;Marchipont
2138;7387;Montignies-sur-Roc
2139;7387;Onnezies
2140;7387;Roisin
2141;7390;Quaregnon
2142;7390;Wasmuel
2143;7500;Ere
